age,JobType,EdType,maritalstatus,occupation,race,gender,nativecountry,SalStat
51,Private,Doctorate,Married civ spouse,Prof specialty,White,Male,Iran,"greater than 50,000"
45,Private,Doctorate,Widowed,Prof specialty,White,Male,Iran,"greater than 50,000"
20,Private,Some college,Never married,Other service,White,Female,United States,"less than or equal to 50,000"
44,Private,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"less than or equal to 50,000"
33,Private,Assoc voc,Married civ spouse,Farming fishing,White,Male,United States,"less than or equal to 50,000"
18,Private,HS grad,Never married,Other service,White,Female,United States,"less than or equal to 50,000"
61,Self emp inc,Prof school,Separated,Prof specialty,White,Male,United States,"greater than 50,000"
50,State gov,Bachelors,Never married,Exec managerial,White,Female,United States,"less than or equal to 50,000"
47,Federal gov,HS grad,Never married,Machine op inspct,Black,Male,United States,"less than or equal to 50,000"
34,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
53,Private,HS grad,Married civ spouse,Transport moving,Black,Male,United States,"less than or equal to 50,000"
39,Self emp not inc,Some college,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
58,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
26,Private,11th,Never married,Farming fishing,White,Male,United States,"less than or equal to 50,000"
41,Private,5th 6th,Married civ spouse,Adm clerical,White,Male,Mexico,"less than or equal to 50,000"
47,Local gov,Some college,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
31,Private,Assoc voc,Married civ spouse,Machine op inspct,Amer Indian Eskimo,Male,United States,"less than or equal to 50,000"
52,Private,Some college,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
29,Private,Assoc acdm,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
43,Private,9th,Separated,Handlers cleaners,Black,Female,United States,"less than or equal to 50,000"
42,Federal gov,Masters,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
35,Private,Some college,Never married,Machine op inspct,Black,Female,United States,"less than or equal to 50,000"
41,Private,HS grad,Married civ spouse,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
34,Private,Bachelors,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
52,Self emp not inc,Some college,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
61,Private,Some college,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
39,Local gov,HS grad,Separated,Exec managerial,White,Male,United States,"less than or equal to 50,000"
19,Private,Some college,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
46,State gov,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
39,Private,Some college,Never married,Exec managerial,White,Male,United States,"less than or equal to 50,000"
22,Private,Some college,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
30,State gov,HS grad,Separated,Adm clerical,White,Female,United States,"less than or equal to 50,000"
40,Private,Assoc voc,Divorced,Other service,White,Female,United States,"less than or equal to 50,000"
43,Private,Bachelors,Married spouse absent,Prof specialty,White,Male,United States,"less than or equal to 50,000"
37,Private,5th 6th,Married civ spouse,Farming fishing,White,Male,Mexico,"less than or equal to 50,000"
23,Private,Assoc acdm,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
39,Local gov,Assoc acdm,Divorced,Prof specialty,White,Male,United States,"less than or equal to 50,000"
54,Private,Masters,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
46,Self emp inc,Some college,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
20,Private,Some college,Never married,Transport moving,White,Female,United States,"less than or equal to 50,000"
50,Self emp not inc,Bachelors,Married civ spouse,Tech support,White,Female,United States,"greater than 50,000"
17,Private,10th,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
36,Private,HS grad,Married civ spouse,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
37,Private,HS grad,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
53,Private,HS grad,Divorced,Other service,White,Female,United States,"less than or equal to 50,000"
50,Private,HS grad,Married civ spouse,Transport moving,White,Male,United States,"greater than 50,000"
38,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
63,Self emp not inc,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
53,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
23,Self emp inc,Some college,Never married,Prof specialty,White,Male,United States,"less than or equal to 50,000"
20,Private,HS grad,Never married,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
46,Private,Some college,Married civ spouse,Craft repair,Black,Male,United States,"greater than 50,000"
28,Private,10th,Never married,Other service,Amer Indian Eskimo,Male,Mexico,"less than or equal to 50,000"
59,Private,Masters,Divorced,Prof specialty,White,Male,United States,"less than or equal to 50,000"
41,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
33,Private,Preschool,Married civ spouse,Farming fishing,White,Male,Mexico,"less than or equal to 50,000"
56,Private,12th,Married civ spouse,Craft repair,White,Male,Italy,"less than or equal to 50,000"
50,Self emp not inc,HS grad,Married civ spouse,Sales,White,Male,El Salvador,"greater than 50,000"
31,Local gov,Bachelors,Never married,Exec managerial,White,Female,United States,"less than or equal to 50,000"
41,Private,Assoc voc,Divorced,Sales,White,Male,United States,"less than or equal to 50,000"
38,Private,Bachelors,Married civ spouse,Prof specialty,White,Female,United States,"greater than 50,000"
25,State gov,Assoc acdm,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
49,Local gov,Bachelors,Divorced,Prof specialty,Black,Female,United States,"less than or equal to 50,000"
39,Private,Some college,Never married,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
21,Private,Some college,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
35,Private,Bachelors,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
38,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
31,Private,HS grad,Divorced,Transport moving,White,Male,United States,"less than or equal to 50,000"
17,Self emp inc,11th,Never married,Prof specialty,White,Male,United States,"less than or equal to 50,000"
31,Private,Bachelors,Married civ spouse,Adm clerical,White,Male,United States,"greater than 50,000"
25,Local gov,Bachelors,Never married,Prof specialty,White,Male,United States,"less than or equal to 50,000"
39,Private,Masters,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
50,Private,7th 8th,Married civ spouse,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
38,Local gov,Bachelors,Married civ spouse,Prof specialty,White,Female,United States,"greater than 50,000"
50,Private,Some college,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
63,Private,10th,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
31,Private,HS grad,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
23,Private,Bachelors,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
18,Private,Some college,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
43,Local gov,Bachelors,Divorced,Prof specialty,White,Female,United States,"less than or equal to 50,000"
34,Private,Some college,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
18,Private,11th,Never married,Sales,White,Male,United States,"less than or equal to 50,000"
46,Private,HS grad,Married civ spouse,Machine op inspct,Black,Male,United States,"greater than 50,000"
35,Private,Bachelors,Never married,Sales,White,Female,United States,"greater than 50,000"
46,State gov,Masters,Never married,Exec managerial,White,Female,United States,"less than or equal to 50,000"
59,Private,Assoc voc,Married civ spouse,Tech support,White,Male,United States,"greater than 50,000"
31,Private,7th 8th,Never married,Handlers cleaners,White,Female,Portugal,"less than or equal to 50,000"
27,Private,HS grad,Divorced,Sales,White,Female,United States,"less than or equal to 50,000"
41,Private,Masters,Married civ spouse,Prof specialty,White,Male,England,"less than or equal to 50,000"
55,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
44,Private,HS grad,Never married,Machine op inspct,White,Female,United States,"less than or equal to 50,000"
26,Private,Bachelors,Never married,Exec managerial,White,Female,United States,"less than or equal to 50,000"
36,Private,Assoc voc,Married civ spouse,Prof specialty,White,Female,United States,"greater than 50,000"
69,Private,9th,Married civ spouse,Other service,White,Male,United States,"less than or equal to 50,000"
33,Private,Some college,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
30,Private,Assoc voc,Married civ spouse,Prof specialty,White,Male,United States,"less than or equal to 50,000"
35,Private,HS grad,Married civ spouse,Other service,White,Female,United States,"greater than 50,000"
25,Private,Bachelors,Never married,Exec managerial,White,Female,United States,"greater than 50,000"
18,Private,11th,Never married,Other service,Black,Male,United States,"less than or equal to 50,000"
35,Self emp not inc,Some college,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
20,Private,HS grad,Married civ spouse,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
26,Private,Masters,Married civ spouse,Prof specialty,White,Male,United States,"less than or equal to 50,000"
46,Private,Bachelors,Married civ spouse,Tech support,White,Male,United States,"less than or equal to 50,000"
31,Private,Bachelors,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
40,Private,Prof school,Married civ spouse,Craft repair,White,Male,Mexico,"greater than 50,000"
40,Private,HS grad,Divorced,Exec managerial,White,Female,United States,"less than or equal to 50,000"
31,Private,Bachelors,Never married,Exec managerial,White,Female,United States,"less than or equal to 50,000"
32,Self emp not inc,Doctorate,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
23,Self emp not inc,Some college,Divorced,Adm clerical,White,Male,United States,"less than or equal to 50,000"
25,Local gov,Masters,Never married,Protective serv,White,Male,United States,"less than or equal to 50,000"
37,Private,Some college,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
